timestamp,ac_kwh,fan_1_kwh,fan_2_kwh,fan_3_kwh,fan_4_kwh,fridge_kwh,hrs_kwh,induction-stove_kwh,iron-box_kwh,light_1_kwh,light_2_kwh,light_3_kwh,light_4_kwh,light_5_kwh,mixi_kwh,tv_kwh,unit_kwh_kwh,washing-machine_kwh,water-pump_kwh,total_kwh
1761460200,0.0001,0.0075,0.0063,0.0074,0.007,0.0287,0.0002,0.019,0.0154,0.0024,0.0023,0.0022,0.0022,0.0002,0.003,0.0002,0.0002,0.0026,0.0105,0.1174
1761461100,0.0001,0.0074,0.0064,0.0072,0.007,0.0285,0.0001,0.019,0.0155,0.0024,0.0022,0.0022,0.0023,0.0001,0.003,0.0002,0.0003,0.0025,0.0105,0.1169
1761462000,0.0001,0.0073,0.0064,0.0073,0.0069,0.0286,0.0003,0.019,0.0154,0.0023,0.0021,0.0023,0.0022,0.0002,0.003,0.0002,0.0001,0.0025,0.0105,0.1167
1761462900,0.0001,0.0073,0.0064,0.0074,0.0069,0.0286,0.0002,0.019,0.0156,0.0023,0.0023,0.0022,0.0022,0.0001,0.0032,0.0002,0.0001,0.0025,0.0105,0.1171
1761463800,0.0001,0.0074,0.0062,0.0074,0.0069,0.0287,0.0003,0.0191,0.0156,0.0023,0.0022,0.0022,0.0022,0.0001,0.0031,0.0003,0.0002,0.0025,0.0105,0.1173
1761464700,0.0001,0.0074,0.0063,0.0073,0.007,0.0286,0.0001,0.0192,0.0156,0.0024,0.0023,0.0022,0.0023,0.0002,0.0031,0.0001,0.0002,0.0026,0.0105,0.1175
1761465600,0.0001,0.0074,0.0062,0.0073,0.0069,0.0286,0.0001,0.0191,0.0155,0.0024,0.0021,0.0023,0.0022,0.0001,0.0031,0.0003,0.0001,0.0025,0.0106,0.1169
1761466500,0.0,0.0075,0.0064,0.0073,0.0069,0.0287,0.0001,0.019,0.0155,0.0024,0.0023,0.0022,0.0023,0.0001,0.003,0.0003,0.0003,0.0026,0.0105,0.1174
1761467400,0.0,0.0075,0.0064,0.0072,0.0069,0.0287,0.0003,0.019,0.0155,0.0024,0.0022,0.0022,0.0023,0.0002,0.003,0.0002,0.0002,0.0025,0.0105,0.1172
1761468300,0.0001,0.0075,0.0064,0.0073,0.007,0.0287,0.0002,0.0189,0.0155,0.0024,0.0022,0.0023,0.0023,0.0002,0.0031,0.0132,0.0002,0.0025,0.0104,0.1304
1761469200,0.0001,0.0074,0.0064,0.0073,0.007,0.0286,0.0002,0.019,0.0155,0.0023,0.0023,0.0023,0.0022,0.0001,0.003,0.0331,0.0002,0.0026,0.0106,0.1502
1761470100,0.0001,0.0074,0.0063,0.0072,0.0068,0.0286,0.0001,0.0192,0.0155,0.0023,0.0022,0.0022,0.0022,0.0001,0.003,0.0329,0.0,0.0025,0.0105,0.1491
1761471000,0.0,0.0073,0.0063,0.0073,0.0068,0.0286,0.0002,0.0191,0.0155,0.0022,0.0022,0.0022,0.0022,0.0002,0.003,0.033,0.0001,0.0026,0.0104,0.1492
1761471900,0.0001,0.0074,0.0064,0.0074,0.0069,0.0287,0.0001,0.019,0.0156,0.0025,0.0022,0.0023,0.0022,0.0001,0.0032,0.0332,0.0001,0.0025,0.0105,0.1504
1761472800,0.0,0.0075,0.0062,0.0074,0.0069,0.0287,0.0001,0.0191,0.0154,0.0024,0.0022,0.0023,0.0023,0.0002,0.003,0.0329,0.0001,0.0026,0.0104,0.1497
1761473700,0.0,0.0073,0.0063,0.0074,0.007,0.0285,0.0001,0.019,0.0155,0.0022,0.0023,0.0023,0.0022,0.0001,0.0032,0.033,0.0001,0.0025,0.0105,0.1495
1761474600,0.0001,0.0073,0.0063,0.0073,0.0068,0.0286,0.0002,0.019,0.0154,0.0024,0.0022,0.0022,0.0023,0.0001,0.0031,0.0001,0.0003,0.0026,0.0105,0.1168
1761475500,0.0001,0.0073,0.0063,0.0073,0.0068,0.0287,0.0001,0.019,0.0156,0.0023,0.0022,0.0021,0.0023,0.0001,0.0032,0.0001,0.0002,0.0024,0.0104,0.1165
1761476400,0.0,0.0073,0.0063,0.0073,0.0068,0.0285,0.0002,0.019,0.0155,0.0024,0.0021,0.0023,0.0023,0.0002,0.0032,0.0001,0.0001,0.0025,0.0105,0.1166
1761477300,0.0001,0.0074,0.0064,0.0073,0.0068,0.0287,0.0002,0.0191,0.0154,0.0023,0.0022,0.0022,0.0022,0.0002,0.003,0.0001,0.0002,0.0024,0.0104,0.1166
1761478200,0.0,0.0074,0.0063,0.0074,0.0069,0.0286,0.0002,0.0191,0.0154,0.0025,0.0022,0.0021,0.0022,0.0002,0.003,0.0001,0.0003,0.0025,0.0104,0.1168
1761479100,0.0001,0.0074,0.0063,0.0074,0.0069,0.0286,0.0001,0.019,0.0155,0.0024,0.0023,0.0023,0.0023,0.0001,0.003,0.0003,0.0002,0.0025,0.0105,0.1172
1761480000,0.0001,0.0074,0.0063,0.0073,0.0069,0.0286,0.0001,0.019,0.0155,0.0022,0.0022,0.0022,0.0022,0.0001,0.0031,0.0002,0.0002,0.0025,0.0105,0.1166
1761480900,0.0,0.0074,0.0064,0.0074,0.007,0.0285,0.0003,0.019,0.0155,0.0023,0.0022,0.0023,0.0023,0.0003,0.003,0.0003,0.0002,0.0026,0.0105,0.1175
1761481800,0.0004,0.0066,0.0087,0.0138,0.013,0.042,0.0002,0.0125,0.002,0.004,0.0037,0.0014,0.0033,0.0043,0.0055,0.0001,0.0001,0.0005,0.0025,0.1246
1761482700,0.0004,0.0066,0.0086,0.0137,0.0128,0.0419,0.0002,0.0124,0.0021,0.0038,0.0036,0.0013,0.0034,0.0042,0.0055,0.0002,0.0002,0.0005,0.0026,0.124
1761483600,0.0004,0.0066,0.0088,0.0138,0.0129,0.0419,0.0003,0.0124,0.002,0.0038,0.0036,0.0013,0.0034,0.0042,0.0054,0.0001,0.0003,0.0006,0.0027,0.1245
1761484500,0.0004,0.0064,0.0087,0.0138,0.0129,0.042,0.0003,0.0126,0.0019,0.0039,0.0036,0.0013,0.0034,0.0042,0.0054,0.0054,0.0001,0.0006,0.0027,0.1296
1761485400,0.0003,0.0066,0.0086,0.0138,0.013,0.042,0.0003,0.0126,0.0021,0.0038,0.0037,0.0014,0.0034,0.0042,0.0054,0.0135,0.0001,0.0006,0.0025,0.1379
1761486300,0.0004,0.0064,0.0086,0.0138,0.0128,0.0418,0.0002,0.0124,0.002,0.004,0.0036,0.0012,0.0033,0.0043,0.0054,0.0135,0.0001,0.0006,0.0026,0.137
1761487200,0.0004,0.0066,0.0088,0.0139,0.0129,0.0419,0.0002,0.0126,0.0021,0.0039,0.0037,0.0013,0.0032,0.0044,0.0054,0.0136,0.0,0.0005,0.0027,0.1381
1761488100,0.0003,0.0066,0.0087,0.0137,0.013,0.0419,0.0,0.0125,0.002,0.0039,0.0037,0.0014,0.0032,0.0042,0.0054,0.0137,0.0001,0.0005,0.0027,0.1375
1761489000,0.0004,0.0064,0.0087,0.0137,0.0129,0.042,0.0001,0.0125,0.002,0.0039,0.0037,0.0013,0.0034,0.0043,0.0055,0.0136,0.0001,0.0005,0.0025,0.1375
1761489900,0.0003,0.0064,0.0086,0.0137,0.0128,0.042,0.0003,0.0125,0.0019,0.004,0.0037,0.0012,0.0033,0.0043,0.0055,0.0135,0.0001,0.0005,0.0026,0.1372
1761490800,0.0003,0.0064,0.0087,0.0137,0.013,0.0418,0.0001,0.0124,0.0021,0.0039,0.0036,0.0014,0.0032,0.0043,0.0054,0.0002,0.0001,0.0004,0.0026,0.1236
1761491700,0.0004,0.0065,0.0087,0.0138,0.0129,0.042,0.0001,0.0126,0.0019,0.0039,0.0036,0.0013,0.0033,0.0042,0.0054,0.0001,0.0003,0.0004,0.0026,0.124
1761492600,0.0004,0.0065,0.0087,0.0137,0.0128,0.042,0.0003,0.0126,0.0019,0.0039,0.0037,0.0014,0.0033,0.0043,0.0055,0.0146,0.0002,0.0006,0.0026,0.139
1761493500,0.0003,0.0065,0.0088,0.0138,0.013,0.042,0.0001,0.0124,0.0019,0.004,0.0037,0.0013,0.0034,0.0042,0.0055,0.036,0.0003,0.0004,0.0025,0.1601
1761494400,0.0004,0.0066,0.0087,0.0138,0.0129,0.042,0.0001,0.0126,0.0019,0.004,0.0036,0.0012,0.0032,0.0043,0.0054,0.036,0.0003,0.0005,0.0027,0.1602
1761495300,0.0004,0.0064,0.0087,0.0137,0.0128,0.0418,0.0001,0.0125,0.002,0.004,0.0035,0.0012,0.0032,0.0043,0.0053,0.0001,0.0001,0.0006,0.0025,0.1232
1761496200,0.0,0.0133,0.0123,0.0114,0.0002,0.0318,0.0002,0.0001,0.0002,0.0001,0.0002,0.0001,0.0001,0.0137,0.0001,0.0002,0.0003,0.0003,0.0002,0.0848
1761497100,0.0001,0.0133,0.0125,0.0115,0.0003,0.0318,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0137,0.0001,0.0002,0.0001,0.0001,0.0001,0.0846
1761498000,0.0001,0.0134,0.0123,0.0114,0.0003,0.0318,0.0001,0.0003,0.0001,0.0002,0.0002,0.0001,0.0001,0.0137,0.0003,0.0001,0.0001,0.0,0.0002,0.0848
1761498900,0.0001,0.0134,0.0124,0.0114,0.0001,0.0317,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0,0.0138,0.0002,0.0003,0.0001,0.0002,0.0001,0.0846
1761499800,0.0001,0.0132,0.0123,0.0113,0.0002,0.0318,0.0002,0.0003,0.0002,0.0002,0.0001,0.0001,0.0001,0.0138,0.0001,0.0002,0.0003,0.0001,0.0001,0.0847
1761500700,0.0001,0.0133,0.0122,0.0114,0.0002,0.0319,0.0002,0.0002,0.0002,0.0001,0.0001,0.0,0.0002,0.0137,0.0002,0.0002,0.0,0.0001,0.0002,0.0845
1761501600,0.0001,0.0133,0.0124,0.0114,0.0001,0.0318,0.0002,0.0002,0.0001,0.0002,0.0001,0.0002,0.0002,0.0138,0.0003,0.0002,0.0001,0.0002,0.0003,0.0852
1761502500,0.0001,0.0133,0.0122,0.0114,0.0002,0.0319,0.0003,0.0002,0.0001,0.0002,0.0001,0.0001,0.0002,0.0138,0.0003,0.0002,0.0002,0.0002,0.0002,0.0852
1761503400,0.0002,0.0114,0.0023,0.0126,0.0002,0.0334,0.0002,0.0,0.0002,0.0002,0.0003,0.0001,0.0001,0.0135,0.0002,0.0001,0.0001,0.0001,0.0002,0.0754
1761504300,0.0001,0.0115,0.0023,0.0127,0.0002,0.0332,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0136,0.0003,0.0001,0.0002,0.0001,0.0001,0.0755
1761505200,0.0,0.0114,0.0022,0.0127,0.0003,0.0334,0.0003,0.0002,0.0002,0.0002,0.0001,0.0003,0.0001,0.0135,0.0001,0.0003,0.0001,0.0002,0.0002,0.0758
1761506100,0.0001,0.0114,0.0023,0.0127,0.0003,0.0334,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0136,0.0001,0.0001,0.0001,0.0002,0.0003,0.0759
1761507000,0.0001,0.0114,0.0023,0.0126,0.0001,0.0334,0.0001,0.0002,0.0001,0.0002,0.0001,0.0003,0.0002,0.0136,0.0001,0.0001,0.0002,0.0001,0.0002,0.0754
1761507900,0.0001,0.0114,0.0023,0.0127,0.0001,0.0333,0.0001,0.0002,0.0002,0.0,0.0001,0.0001,0.0001,0.0136,0.0001,0.0002,0.0001,0.0001,0.0001,0.0749
1761508800,0.0001,0.0115,0.0022,0.0127,0.0003,0.0333,0.0002,0.0002,0.0002,0.0001,0.0002,0.0001,0.0002,0.0135,0.0003,0.0003,0.0001,0.0001,0.0001,0.0757
1761509700,0.0001,0.0115,0.0023,0.0126,0.0003,0.0334,0.0001,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0136,0.0001,0.0002,0.0002,0.0001,0.0001,0.0758
1761510600,0.0002,0.0115,0.0021,0.0126,0.0003,0.0333,0.0003,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0135,0.0003,0.0001,0.0002,0.0001,0.0001,0.0756
1761511500,0.0001,0.0114,0.0023,0.0127,0.0001,0.0332,0.0002,0.0001,0.0002,0.0002,0.0002,0.0,0.0002,0.0137,0.0001,0.0002,0.0002,0.0003,0.0002,0.0756
1761512400,0.0002,0.0115,0.0023,0.0128,0.0001,0.0334,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0003,0.0135,0.0002,0.0002,0.0002,0.0001,0.0002,0.0758
1761513300,0.0002,0.0114,0.0022,0.0127,0.0001,0.0334,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0136,0.0003,0.0001,0.0001,0.0002,0.0001,0.0758
1761514200,0.0001,0.0114,0.0022,0.0127,0.0002,0.0333,0.0002,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0135,0.0001,0.0003,0.0001,0.0002,0.0003,0.0754
1761515100,0.0,0.0114,0.0022,0.0127,0.0001,0.0334,0.0001,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0136,0.0002,0.0,0.0002,0.0002,0.0002,0.0753
1761516000,0.0,0.0113,0.0022,0.0126,0.0003,0.0333,0.0002,0.0001,0.0001,0.0001,0.0003,0.0001,0.0002,0.0137,0.0001,0.0001,0.0002,0.0001,0.0003,0.0753
1761516900,0.0001,0.0114,0.0022,0.0127,0.0001,0.0334,0.0001,0.0001,0.0001,0.0,0.0001,0.0002,0.0001,0.0136,0.0002,0.0003,0.0003,0.0001,0.0002,0.0753
1761517800,0.0002,0.0114,0.0022,0.0128,0.0003,0.0333,0.0001,0.0002,0.0003,0.0002,0.0003,0.0001,0.0001,0.0135,0.0002,0.0003,0.0002,0.0002,0.0003,0.0762
1761518700,0.0001,0.0115,0.0022,0.0126,0.0001,0.0334,0.0001,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0136,0.0002,0.0001,0.0001,0.0002,0.0002,0.0752
1761519600,0.0002,0.0113,0.0024,0.0126,0.0001,0.0334,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0135,0.0001,0.0002,0.0003,0.0001,0.0001,0.0752
1761520500,0.0,0.0114,0.0021,0.0127,0.0001,0.0332,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0135,0.0001,0.0002,0.0,0.0001,0.0002,0.0746
1761521400,0.0002,0.0115,0.0022,0.0126,0.0001,0.0334,0.0002,0.0003,0.0001,0.0001,0.0001,0.0002,0.0002,0.0136,0.0001,0.0003,0.0003,0.0001,0.0002,0.0758
1761522300,0.0,0.0114,0.0022,0.0126,0.0003,0.0334,0.0003,0.0001,0.0002,0.0001,0.0002,0.0001,0.0002,0.0135,0.0002,0.0003,0.0001,0.0002,0.0003,0.0757
1761523200,0.0001,0.0115,0.0022,0.0127,0.0001,0.0332,0.0002,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.0136,0.0001,0.0002,0.0003,0.0001,0.0003,0.0754
1761524100,0.0001,0.0114,0.0024,0.0127,0.0002,0.0334,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0135,0.0002,0.0,0.0002,0.0003,0.0002,0.0758
1761525000,0.0002,0.0017,0.0006,0.0033,0.0061,0.0234,0.0002,0.0274,0.0006,0.0009,0.0012,0.0013,0.0017,0.0001,0.0042,0.0001,0.0001,0.0015,0.0043,0.0789
1761525900,0.0001,0.0018,0.0006,0.0032,0.006,0.0235,0.0001,0.0275,0.0006,0.0008,0.0013,0.0014,0.0017,0.0002,0.0042,0.0002,0.0001,0.0014,0.0044,0.0791
1761526800,0.0001,0.0018,0.0005,0.0032,0.006,0.0233,0.0002,0.0276,0.0006,0.001,0.0012,0.0015,0.0016,0.0001,0.0041,0.0002,0.0002,0.0015,0.0045,0.0792
1761527700,0.0001,0.0018,0.0005,0.0033,0.0061,0.0234,0.0003,0.0274,0.0005,0.001,0.0013,0.0013,0.0016,0.0001,0.0041,0.0001,0.0,0.0014,0.0045,0.0788
1761528600,0.0001,0.0017,0.0005,0.0034,0.0061,0.0234,0.0003,0.0275,0.0005,0.0009,0.0013,0.0014,0.0016,0.0002,0.0042,0.0002,0.0001,0.0015,0.0044,0.0793
1761529500,0.0001,0.0018,0.0005,0.0033,0.006,0.0235,0.0002,0.0274,0.0005,0.0008,0.0014,0.0014,0.0016,0.0003,0.0042,0.0001,0.0002,0.0015,0.0044,0.0792
1761530400,0.0002,0.0017,0.0006,0.0033,0.0061,0.0233,0.0,0.0274,0.0006,0.0009,0.0012,0.0013,0.0017,0.0002,0.0041,0.0003,0.0002,0.0013,0.0044,0.0788
1761531300,0.0002,0.0017,0.0005,0.0034,0.0061,0.0234,0.0001,0.0275,0.0007,0.0008,0.0014,0.0013,0.0016,0.0002,0.004,0.0003,0.0002,0.0015,0.0044,0.0793
1761532200,0.0001,0.0017,0.0006,0.0033,0.006,0.0233,0.0002,0.0276,0.0007,0.0008,0.0013,0.0014,0.0017,0.0001,0.0042,0.0002,0.0001,0.0014,0.0045,0.0792
1761533100,0.0001,0.0017,0.0006,0.0034,0.0061,0.0235,0.0001,0.0274,0.0005,0.0009,0.0012,0.0013,0.0016,0.0001,0.0041,0.0002,0.0001,0.0014,0.0045,0.0788
1761534000,0.0001,0.0019,0.0004,0.0032,0.0061,0.0235,0.0001,0.0275,0.0006,0.0009,0.0012,0.0012,0.0015,0.0001,0.0042,0.0001,0.0002,0.0015,0.0043,0.0786
1761534900,0.0001,0.0019,0.0005,0.0033,0.0062,0.0234,0.0001,0.0275,0.0006,0.001,0.0012,0.0013,0.0015,0.0003,0.0041,0.0003,0.0003,0.0014,0.0044,0.0794
1761535800,0.0002,0.0018,0.0004,0.0033,0.006,0.0235,0.0003,0.0274,0.0006,0.0009,0.0014,0.0013,0.0017,0.0002,0.0042,0.0002,0.0003,0.0014,0.0044,0.0795
1761536700,0.0002,0.0016,0.0006,0.0032,0.006,0.0234,0.0002,0.0276,0.0006,0.0008,0.0012,0.0013,0.0016,0.0002,0.0041,0.0002,0.0002,0.0014,0.0044,0.0788
1761537600,0.0002,0.0017,0.0004,0.0034,0.006,0.0234,0.0002,0.0275,0.0005,0.0008,0.0013,0.0013,0.0017,0.0003,0.0042,0.0002,0.0001,0.0015,0.0044,0.0791
1761538500,0.0002,0.0017,0.0005,0.0034,0.0061,0.0233,0.0002,0.0274,0.0005,0.0009,0.0012,0.0013,0.0016,0.0003,0.0042,0.0001,0.0002,0.0014,0.0043,0.0788
1761539400,0.0002,0.0018,0.0006,0.0034,0.0061,0.0234,0.0002,0.0275,0.0005,0.0009,0.0012,0.0014,0.0017,0.0001,0.0042,0.0178,0.0002,0.0015,0.0044,0.0971
1761540300,0.0001,0.0018,0.0005,0.0034,0.0062,0.0234,0.0001,0.0276,0.0006,0.0009,0.0013,0.0013,0.0016,0.0002,0.004,0.0444,0.0001,0.0015,0.0044,0.1234
1761541200,0.0001,0.0018,0.0006,0.0033,0.0062,0.0234,0.0001,0.0274,0.0005,0.001,0.0013,0.0013,0.0015,0.0001,0.004,0.0442,0.0003,0.0015,0.0044,0.123
1761542100,0.0001,0.0018,0.0005,0.0033,0.006,0.0234,0.0003,0.0275,0.0005,0.0008,0.0012,0.0014,0.0017,0.0003,0.0041,0.0002,0.0002,0.0014,0.0045,0.0792
1761543000,0.0002,0.0017,0.0005,0.0034,0.006,0.0235,0.0003,0.0274,0.0006,0.0009,0.0014,0.0014,0.0015,0.0002,0.0041,0.0003,0.0003,0.0014,0.0044,0.0795
1761543900,0.0001,0.0018,0.0005,0.0033,0.006,0.0234,0.0001,0.0274,0.0005,0.0009,0.0012,0.0012,0.0016,0.0002,0.004,0.0002,0.0001,0.0015,0.0045,0.0785
1761544800,0.0002,0.0017,0.0004,0.0033,0.006,0.0235,0.0001,0.0275,0.0005,0.001,0.0013,0.0013,0.0016,0.0002,0.0041,0.0001,0.0002,0.0014,0.0043,0.0787
1761545700,0.0001,0.0017,0.0006,0.0032,0.0061,0.0234,0.0001,0.0275,0.0005,0.0009,0.0014,0.0013,0.0015,0.0001,0.0041,0.0003,0.0002,0.0014,0.0045,0.0789
1761546600,0.0001,0.0017,0.0005,0.0034,0.006,0.0233,0.0002,0.0275,0.0005,0.0008,0.0012,0.0014,0.0017,0.0001,0.0042,0.0002,0.0003,0.0014,0.0045,0.079
1761547500,0.0001,0.0017,0.0004,0.0034,0.0061,0.0235,0.0001,0.0274,0.0005,0.0009,0.0013,0.0013,0.0016,0.0001,0.0042,0.0001,0.0003,0.0015,0.0045,0.079
1761548400,0.0,0.0018,0.0005,0.0032,0.006,0.0235,0.0002,0.0274,0.0007,0.0008,0.0013,0.0013,0.0016,0.0001,0.0042,0.0002,0.0002,0.0015,0.0045,0.079
1761549300,0.0001,0.0018,0.0006,0.0033,0.0061,0.0234,0.0001,0.0274,0.0006,0.0008,0.0013,0.0014,0.0017,0.0002,0.0041,0.0065,0.0002,0.0014,0.0045,0.0855
1761550200,0.0002,0.0019,0.0006,0.0032,0.006,0.0234,0.0001,0.0275,0.0005,0.0009,0.0014,0.0014,0.0017,0.0003,0.0042,0.0158,0.0002,0.0014,0.0044,0.0951
1761551100,0.0001,0.0018,0.0005,0.0034,0.006,0.0234,0.0002,0.0275,0.0005,0.0009,0.0014,0.0014,0.0016,0.0001,0.0042,0.0158,0.0002,0.0013,0.0043,0.0946
1761552000,0.0002,0.0018,0.0004,0.0034,0.006,0.0234,0.0002,0.0274,0.0005,0.0009,0.0012,0.0013,0.0015,0.0003,0.004,0.0157,0.0003,0.0014,0.0045,0.0944
1761552900,0.0001,0.0017,0.0006,0.0033,0.006,0.0234,0.0001,0.0275,0.0004,0.001,0.0013,0.0014,0.0016,0.0002,0.0041,0.0159,0.0003,0.0014,0.0045,0.0948
1761553800,0.0001,0.0019,0.0005,0.0033,0.006,0.0233,0.0001,0.0276,0.0005,0.001,0.0012,0.0014,0.0017,0.0002,0.0041,0.0156,0.0002,0.0014,0.0045,0.0946
1761554700,0.0,0.0017,0.0005,0.0034,0.006,0.0234,0.0002,0.0274,0.0007,0.0009,0.0012,0.0013,0.0016,0.0001,0.0042,0.0158,0.0001,0.0013,0.0043,0.0941
1761555600,0.0001,0.0017,0.0005,0.0032,0.0061,0.0235,0.0002,0.0275,0.0006,0.0009,0.0014,0.0013,0.0017,0.0001,0.0042,0.0064,0.0002,0.0015,0.0045,0.0856
1761556500,0.0002,0.0017,0.0006,0.0032,0.0061,0.0233,0.0003,0.0275,0.0006,0.0008,0.0013,0.0013,0.0015,0.0001,0.0043,0.0002,0.0001,0.0015,0.0045,0.0791
1761557400,0.0001,0.0016,0.0004,0.0034,0.006,0.0234,0.0001,0.0275,0.0005,0.0009,0.0012,0.0014,0.0017,0.0003,0.0042,0.0002,0.0002,0.0015,0.0045,0.0791
1761558300,0.0001,0.0019,0.0006,0.0033,0.006,0.0234,0.0003,0.0275,0.0006,0.0009,0.0014,0.0013,0.0016,0.0003,0.0042,0.0001,0.0002,0.0015,0.0044,0.0796
1761559200,0.0,0.0017,0.0006,0.0035,0.006,0.0233,0.0003,0.0275,0.0005,0.0008,0.0013,0.0013,0.0017,0.0002,0.0042,0.0002,0.0002,0.0015,0.0045,0.0793
1761560100,0.0002,0.0017,0.0005,0.0034,0.006,0.0235,0.0003,0.0274,0.0006,0.001,0.0013,0.0014,0.0016,0.0002,0.0042,0.0001,0.0001,0.0014,0.0045,0.0794
1761561000,0.0002,0.0017,0.0006,0.0033,0.006,0.0233,0.0001,0.0275,0.0006,0.0009,0.0012,0.0012,0.0017,0.0003,0.0041,0.0001,0.0001,0.0014,0.0043,0.0786
1761561900,0.0001,0.0017,0.0006,0.0034,0.006,0.0233,0.0001,0.0274,0.0006,0.0008,0.0013,0.0013,0.0017,0.0002,0.004,0.1061,0.0003,0.0013,0.0043,0.1845
1761562800,0.0001,0.0017,0.0005,0.0034,0.006,0.0233,0.0003,0.0275,0.0005,0.0008,0.0013,0.0014,0.0016,0.0002,0.004,0.106,0.0003,0.0015,0.0045,0.1849
1761563700,0.0,0.0018,0.0006,0.0033,0.0062,0.0235,0.0002,0.0276,0.0007,0.0009,0.0013,0.0014,0.0016,0.0003,0.0041,0.0002,0.0002,0.0015,0.0045,0.0799
1761564600,0.0002,0.0017,0.0005,0.0032,0.0061,0.0235,0.0002,0.0274,0.0005,0.0009,0.0013,0.0013,0.0017,0.0001,0.0041,0.0002,0.0001,0.0014,0.0044,0.0788
1761565500,0.0,0.0018,0.0005,0.0034,0.0061,0.0235,0.0001,0.0274,0.0005,0.001,0.0013,0.0012,0.0015,0.0002,0.0041,0.0001,0.0002,0.0013,0.0044,0.0786
1761566400,0.0001,0.0018,0.0005,0.0032,0.0061,0.0235,0.0001,0.0275,0.0006,0.0008,0.0012,0.0015,0.0017,0.0001,0.0041,0.0002,0.0003,0.0014,0.0043,0.079
1761567300,0.0001,0.0018,0.0005,0.0034,0.006,0.0235,0.0003,0.0275,0.0006,0.001,0.0012,0.0014,0.0016,0.0002,0.0041,0.0003,0.0001,0.0015,0.0044,0.0795
1761568200,0.0024,0.0058,0.0093,0.0117,0.0142,0.0413,0.0002,0.0597,0.0167,0.0026,0.004,0.0029,0.0016,0.0034,0.008,0.0001,0.0001,0.003,0.0225,0.2095
1761569100,0.0024,0.006,0.0091,0.0117,0.0141,0.0413,0.0001,0.0596,0.0168,0.0026,0.004,0.0029,0.0016,0.0034,0.0079,0.0002,0.0001,0.0029,0.0227,0.2094
1761570000,0.0024,0.0059,0.0093,0.0117,0.0141,0.0412,0.0002,0.0597,0.0167,0.0026,0.0039,0.0029,0.0016,0.0035,0.0079,0.0002,0.0001,0.0029,0.0226,0.2094
1761570900,0.0024,0.0058,0.0093,0.0118,0.014,0.0413,0.0003,0.0598,0.0168,0.0024,0.004,0.003,0.0017,0.0033,0.0078,0.0003,0.0003,0.0029,0.0227,0.2099
1761571800,0.0025,0.006,0.0092,0.0118,0.0141,0.0411,0.0002,0.0598,0.0166,0.0025,0.0039,0.003,0.0016,0.0033,0.0078,0.0252,0.0002,0.0029,0.0227,0.2344
1761572700,0.0024,0.0058,0.0091,0.0117,0.014,0.0411,0.0002,0.0597,0.0168,0.0025,0.0041,0.0031,0.0015,0.0034,0.0079,0.0631,0.0001,0.003,0.0227,0.2722
1761573600,0.0024,0.0058,0.0092,0.0117,0.0141,0.0411,0.0003,0.0598,0.0168,0.0025,0.0041,0.0029,0.0016,0.0035,0.0079,0.0632,0.0002,0.0028,0.0225,0.2724
1761574500,0.0024,0.0059,0.0091,0.0118,0.014,0.0412,0.0002,0.0597,0.0169,0.0024,0.004,0.003,0.0017,0.0035,0.0078,0.0632,0.0003,0.003,0.0226,0.2727
1761575400,0.0024,0.0059,0.0092,0.0116,0.0141,0.0412,0.0001,0.0597,0.0168,0.0025,0.004,0.003,0.0016,0.0034,0.0078,0.063,0.0001,0.0028,0.0225,0.2717
1761576300,0.0024,0.006,0.0092,0.0117,0.0141,0.0412,0.0002,0.0598,0.0166,0.0026,0.004,0.003,0.0016,0.0034,0.0078,0.0632,0.0001,0.0029,0.0225,0.2723
1761577200,0.0024,0.0059,0.0092,0.0117,0.0142,0.0412,0.0002,0.0598,0.0169,0.0026,0.0041,0.003,0.0016,0.0034,0.0079,0.0631,0.0002,0.003,0.0227,0.2731
1761578100,0.0023,0.006,0.0092,0.0117,0.0142,0.0413,0.0001,0.0599,0.0167,0.0026,0.004,0.003,0.0015,0.0035,0.008,0.0254,0.0002,0.003,0.0225,0.2351
1761579000,0.0023,0.006,0.0091,0.0118,0.014,0.0413,0.0001,0.0598,0.0166,0.0026,0.0041,0.0031,0.0017,0.0034,0.0078,0.0001,0.0002,0.0029,0.0225,0.2094
